#id;name;owner;core,;population;culturex%,;administrative division;trade_goods;life_rating;continent,,,,,,,,,,,,,,,,,,,,,,,,,,
"1403;Lampung;IDO;IDO;7608;indonesian 100%;Lampung;coal;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1404;Palak Pinang;NET;IDO;1223;indonesian 100%;Bangka�E��EBelitung Islands;timber;30;""ia""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405;Banda Aceh;IDO;IDO, ATJ;4494;ache 90%," indonesian 10%;Aceh;coal;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1406;Medan;NET;IDO;8344;indonesian 100%;North Sumatra;tobacco;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1407;Tapaktuan;IDO;IDO;2138;indonesian 100%;North Sumatra;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1408;Padang;IDO;IDO;3133;indonesian 100%;West Sumatra;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409;Sibolga;IDO;IDO;2200;bataks 32%," indonesian 68%;North Sumatra;oil_seeds;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1410;Bencoolen;IDO;IDO;1715;indonesian 100%;Bengkulu;tobacco;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1411;Gunungsitoli;IDO;IDO;2000;indonesian 100%;West Sumatra;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413;Batavia;NET;IDO;9607;chinese 30%," indonesian 70%;Jakarta;oil_seeds;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1414;Bogor;IDO;IDO;10632;indonesian 100%;Baten;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1415;Cirebon;NET;IDO;13053;indonesian 100%;West Java;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416;Yogyakarta;IDO;IDO," YOG;3457;indonesian 100%;Yogyakarta;fruit;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1417;Semarang;NET;IDO;14382;indonesian 100%;Central Java;petroleum;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1418;Surabaya;IDO;IDO;10000;indonesian 100%;East Java;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1419;Surakarta;IDO;IDO;8453;indonesian 100%;East Java;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1420;Probolinggo;NET;IDO;8649;indonesian 100%;East Java;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1421;Madura;NET;IDO;3890;indonesian 100%;East Java;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422;Muraleve;NET;IDO,DYA;212;kalimatan 90%," indonesian 10%;Central Kalimatan;grain;15;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1423;Banjarmasin;NET;IDO,DYA;1200;kalimatan 14%," indonesian 86%;Central Kalimatan;coal;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1424;Pasir;NET;IDO;3626;indonesian 100%;South Kalimantan;coal;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1425;Tarakan;NET;IDO;622;indonesian 100%;North Kalimatan;timber;15;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426;Pontianak;NET;IDO,DYA;3396;kalimatan 35%, chinese 5%," indonesian 60%;West Kalimatan;coal;15;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1427;Kota Waringin;NET;IDO,"DYA;800;indonesian 100%;Central Kalimatan;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1428;Sintang;NET;IDO,DYA;1000;kalimatan 35%," indonesian 65%;West Kalimatan;rubber;15;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1429;Samarinda;NET;IDO;3026;indonesian 100%;East Kalimatan;petroleum;15;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1430;Makassar;NET;IDO;4000;indonesian 100%;South Sulawesi;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431;Bone;NET;IDO;4034;toraja 20%," indonesian 80%;South Sulawesi;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1432;Mamuju;NET;IDO;1158;indonesian 100%;West Sulawesi;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433;Menado;NET;IDO;2270;gorontalo 70%," indonesian 30%;North Sulawesi;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1434;Luwuk;NET;IDO;2635;indonesian 100%;Central Sulawesi;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1435;Palu;NET;IDO;1040;indonesian 100%;Gorontalu;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1436;Kendari;NET;IDO;1232;indonesian 100%;South East Sulawesi;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1437;Bulon;NET;IDO;1000;indonesian 100%;South East Sulawesi;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438;Bali;NET;IDO,EID;3890;bali 85%," indonesian 15%;Bali;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1439;Flores;NET;IDO,EID;2140;moluccan 92%," indonesian 8%;East Nusa Tenggara;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1440;Sumbawa;NET;IDO,"EID;2500;indonesian 100%;West Nusa Tenggara;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1441;Sumba;NET;IDO,EID;687;moluccan 92%," indonesian 8%;East Nusa Tenggara;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1442;Lombok;NET;IDO,"EID;2000;indonesian 100%;West Nusa Tenggara;copper;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1443;Roti;NET;IDO,EID;120;ambon-timor 92%," indonesian 8%;East Nusa Tenggara;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1444;Alor;NET;IDO,EID;190;ambon-timor 92%," indonesian 8%;East Nusa Tenggara;bauxite;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1445;Kaupeng;NET;IDO,EID;1546;ambon-timor 92%," indonesian 8%;East Nusa Tenggara;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1446;Dili;POR;TIM;1172;ambon-timor 100%;Dili;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447;Ternate;NET;IDO,"EID;538;indonesian 100%;North Maluku;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1448;Jilolo;NET;IDO,"EID;500;indonesian 100%;North Maluku;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1449;Ambon;NET;IDO,SMU,EID;331;ambon-timor 50%," indonesian 50%;Maluku;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1450;Ceram;NET;IDO,SMU,"EID;909;indonesian 100%;Maluku;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1451;Aru;NET;IDO,EID;293;ambon-timor 50%," indonesian 50%;Maluku;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1452;Biak;NET;IDO," WPA;800;indonesian 100%;Papua;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1453;Sorong;NET;IDO, WPA;760;papua 62%," indonesian 38%;West Papua;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1454;Merah;NET;IDO, WPA;1200;papua 74%," indonesian 26%;Papua;fish;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1560;Merauke;NET;IDO, WPA;833;papua 90%," indonesian 10%;Papua;copper;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Indonesia;NET;;0;indonesian 88.9%, ache 1.7%, Bali 1.7%, Chinese 1.2%, bataks 1.4%, kalimatan 0.5%, toraja 0.4%, gorontalo 0.6%, moluccan 2.5%, melanesian 0.8%, ambon-timor 0.3%;238723;;;,,,,,,,,,,,,,,,,,,
"612;Innsbruck;FRA;AUS;532;german 100%;Tyrol;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"613;Salzburg;USA;AUS;535;german 100%;Salzburg;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"614;Bregenz;FRA;AUS;376;german 100%;Voralberg;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"615;Lienz;ENG;AUS;200;german 100%;Tyrol;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
616;Graz;ENG;AUS;616;slovene 5%," german 95%;Styria;copper;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"617;Judenburg;ENG;AUS;600;german 100%;Styria;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
618;Klagenfurt;ENG;AUS;556;slovene 10%," german 90%;Caranthia;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
619;Vienna;RUS;AUS;1775;kurdish 5%, turkish 7%, albanian 14%,bosniak 5%, serb 5%," german 64%;Vienna;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,
"620;Sankt Polten;RUS;AUS;1000;german 100%;Lower Austria;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"621;Krems;RUS;AUS;627;german 100%;Lower Austria;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"622;Linz;USA;AUS;1428;german 100%;Upper Austria;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
624;Eisenstadt;RUS;AUS;287;croat 30%," german 70%;Burgenland;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Austria;AUS;;0;german 91.1%, croat 1%, slovene 1%, albanian 3%, serb 1%, Turkish 1.6%, kurdish 1%, bosniak 1.4%;8532;;;,,,,,,,,,,,,,,,,,,,,,
1101;Nakhichevan;RUS;AZB,"NKH;410;Azerbaijani 100%;Nakhichevan;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1102;Baku;RUS;AZB;4604;russian 3%," Azerbaijani 97%;Baku;petroleum;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1103;Siyazen;RUS;AZB;490;Azerbaijani 100%;Quba-Khachmaz;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104;Sheki;RUS;AZB;1550;Azerbaijani 100%;Shaki-Zaqatala," Daghlig Shirvan;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1105;Ganja;RUS;AZB;550;Azerbaijani 100%;Ganja-Qazakh;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106;Agdam;RUS;AZB,NAK,ARM;400;armenian 30%, azerbaijani 70%;Nagorno-Karabakh," Kalbajar-Lachin;copper;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
1107;Lankaran;RUS;AZB;1490;Azerbaijani 100%;Lankaran," Aran;oil_seeds;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Azerbaijan;RUS;;0;Azerbaijani 97.4%, Russian 1.3%, Armenian 1.3% ;9494;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
2219;Bahamas;ENG;BAH;319;black_anglo 90.6%, white_anglo 4.7%," mestizo 4.7%;Bahamas;oil_seeds;35;""north_america""",,,,,,,,,,,,,,,,,,,,,,,,,,
2229;Barbados;ENG;BAR;277;black_anglo 92.4%, white_anglo 2.7%, mestizo 3.1%, Indian 1.3%," chinese 0.5%;Barbados;sugar;35;""north_america""",,,,,,,,,,,,,,,,,,,,,,,,
387;Brussels;BEL;FLA,BEL;2627;flemish 51%, wallonian 49% ;Brussels, Walloon Brabant," Flemish Brabant;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
388;Bruges;BEL;FLA,"BEL;1173;flemish 100%;West Flanders;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
389;Ghent;BEL;FLA,"BEL;1460;flemish 100%;East Flanders;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
390;Antwerp;BEL;FLA,BEL;1793;flemish 99%," wallonian 1%;Antwerp;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
391;Hasselt;BEL;FLA,"BEL;853;flemish 100%;Limburg;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
392;Namur;BEL;WLL,"BEL;482;wallonian 100%;Namur;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
393;Tournai;BEL;WLL,"BEL;328;wallonian 100%;Hainaut;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
394;Charleroi;BEL;WLL,"BEL;1000;wallonian 100%;Hainaut;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
395;Liege;BEL;WLL,"BEL;800;wallonian 100%;Liege;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
396;Spa;BEL;WLL,BEL;287;german 23%," wallonian 77%;Liege;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
398;Arlon;BEL;WLL,"BEL;275;wallonian 100%;Luxenbourg;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Belgium;BEL;;0;Flemish 58%, Wallonian 31%, sunni_arab 6%, black_french 3.4%, german 0.6% ;11078;;;,,,,,,,,,,,,,,,,,,,,,,,,
1919;Cotonou;FRA;BEN;4541;black_french 2%, yoruba 13%, fon 50%, ewe 35%;Mono, Atlantique, Olateau, Oueme," Littoral;cotton;15;""africa""",,,,,,,,,,,,,,,,,,,,,
1920;Abomey;FRA;BEN;2400;fon 74%, yoruba 26%;Collines, Zou," Kuoffo;cotton;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
1921;Nikki;FRA;BEN;2072;black_muslim 25%, african_minor 40%,  fula 35%;Alibori,"Borgou;oil_seeds;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
1922;Jugu;FRA;BEN;1310;black_muslim 100%;Atakira," Donga;cattle;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Benin;FRA;;0;Fon 39.2%, ewe 15.2%, Yoruba 12.3%, african_minor 8%, black_muslim 17.3%, fula 7%, black_french 1%;10323;;;,,,,,,,,,,,,,,,,,,,,,,
1162;Bahrain;BHR;BHR;1343;sunni_arab 30%," shia_arab 70%;Bahrain;petroleum;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1329;Thimpu;BHU;BHU;742;Ngalop 50%, Nepali 35%," indian 15%;Thimpu;fruit;25;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
718;Minsk;RUS;BYE;2500;russian 42%," byelorussian 58%;Minsk;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
936;Grodno;RUS;BYE;400;byelorussian 32%," polish 68%;Grodno;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
937;Brest;RUS;BYE;701;polish 32%, byelorussian 45%," ukrainian 23%;Brest;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
938;Lida;RUS;BYE;272;byelorussian 42%," polish 58%;Grodno;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
939;Baranovichi;RUS;BYE;400;byelorussian 64%," polish 36%;Grodno;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
940;Pinsk;RUS;BYE;700;byelorussian 41%," ukrainian 59%;Brest;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
941;Slutsk;RUS;BYE;851;russian 42%," byelorussian 58%;Minsk;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
942;Mozyr;RUS;BYE;440;russian 33%," byelorussian 67%;Gomel;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
944;Orsha;RUS;BYE;509;russian 42%," byelorussian 58%;Mogilev;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
945;Vitebsk;RUS;BYE;410;russian 40%," byelorussian 60%;Vitebsk;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
946;Polotsk;RUS;BYE;410;russian 44%," byelorussian 56%;Vitebsk;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
947;Pastavy;RUS;BYE;410;polish 48%," byelorussian 52%;Vitebsk;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
948;Mogilev;RUS;BYE;500;russian 42%," byelorussian 58%;Mogilev;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
949;Gomel;RUS;BYE;1000;russian 33%," byelorussian 67%;Gomel;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;byelorussian;RUS;;0;byelorussian 53%, Russian 42%, Polish 3.3%, Ukrainian 1.7%;9503;;;,,,,,,,,,,,,,,,,,,,,,,,,,
2190;Belize;ENG;BLZ,GUA;340;mestizo 61.5%, black_anglo 21.8%, mayan 9.9%, mennonites 3.6%, indian 2.3%," chinese 0.9%;Belize;fruit;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,
1254;Dacca;RAJ;BNG,PAK;21334;bengali_hindu 10%, bengali 90%;Dhaka," Sylhet;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1255;Rajshahi;RAJ;BNG,PAK;22271;bengali_hindu 20%, bengali 80%;Rajshahi," Rangpur;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
1256;Jessore;RAJ;BNG,PAK,HNB;16012;bengali_hindu 25%, bengali 75%;Khulna," Barisal;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
1257;Chittagong;RAJ;BNG,PAK;17000;bengali 98%," bengali_hindu 2%;Chittagong;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Bangladesh;ENG;;144040;Bengali 86.6%, indian 13.4%;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310;La Paz;BOL;BOL;2706;aimara 73%, mestizo 9%, white_spanish 2%," quechua 16%;La Paz;other_minerals;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2311;Cochabamba;BOL;BOL;1758;quechua 80%," mestizo 20%;Cochabamba;grain;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2312;Oruro;BOL;BOL;494;aimara 90%," quechua 10%;Oruro;gold_silver;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2313;Chuquisaca;BOL;BOL;576;quechua 80%," mestizo 20%;Chuquisaca;wool;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2314;Potosi;BOL;BOL;823;aimara 10%, quechua 80%," mestizo 10%;Potosi;grain;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,
2315;Tarija;BOL;BOL;482;mestizo 50%," white_spanish 50%;Tarija;cattle;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2316;Santa Cruz;BOL;BOL;2055;white_spanish 53%," mestizo 47%;Santa Cruz;gas;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2317;San Ignacio;BOL;BOL;300;mestizo 80%," white_spanish 20%;Santa Cruz;cattle;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2318;Robore;BOL;BOL;300;mestizo 80%," white_spanish 20%;Santa Cruz;wool;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2319;Santa Ana;BOL;BOL;300;mestizo 100%;Beni;timber;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2320;Riberalta;BOL;BOL;121;mestizo 100%;Beni;timber;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2321;Cobija;BOL;BOL;110;mestizo 100%;Pando;cattle;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Bolivia;BOL;;0;Quechua 30%, mestizo 30%, Aimara 25%, white_spanish 15%;10025;;;,,,,,,,,,,,,,,,,,,,,,,,,,
783;Sarajevo;YUG;BOS;1363;bosniak 45%,serb 24%,croat 22%, yugoslav 7%," roma 2%;Sarajevo;bauxite;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
784;Bihac;YUG;BOS;299;bosniak 90%,serb 10%;Bihac," Una-Sana;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
785;Banja Luka;YUG;BOS, RSR;570;serb 70%,bosniak 17%, croat 10%," yugoslav 3%;Banja Luka;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
786;Tuzla;YUG;BOS, RSR;741;bosniak 60%,serb 24%,croat 6%, yugoslav 10%;Tuzla, Posavina, Brcko, Doboj," Bijeljina;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,
787;Foca;YUG;BOS,RSR;510;bosniak 51%,serb 40%, yugoslav 9%;Foca, Vlasenica," Goražde;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,
788;Mostar;YUG;BOS, HZB;534;croat 55%, bosniak 31%, serb 10%, yugoslav 4%;West Herzegovina , Herzegovina Neretva," Trebinje;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,
789;Livno;YUG;BOS," RSR;90;serb 100%;Canton 10;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Bosnia;YUG;;0;Bosniak 43.5%, Serb 31.2%, Croat 17.3%, roma 0.6%, yugoslavs 7.4% ;4377;;;,,,,,,,,,,,,,,,,,,,,,,,,
2074;Gaborone;ENG;BOT;943;white_anglo 5%, black_anglo 22%, tswana 73%;South-East," Sothern;gold_silver;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
2075;Serowe;ENG;BOT;505;shona 15%, tswana 85%;Central," North-East;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
2076;Nokaneng;ENG;BOT;185;shona 46%, khoisan 6%, tswana 48%;Ghanzi," North-West;coal;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
2077;Tsabong;ENG;BOT;85;khoisan 12%, tswana 88%;Ghanzi," Kgalagadi;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
2574;Mochudi;ENG;BOT;320;tswana 100%;Kgatleng," Kwenen;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Botswana;ENG;;0;Tswana 78.2%, shona 7.9%, white_anglo 2.1%, black_anglo 10.8%, khoisan 1.0%;2038;;;,,,,,,,,,,,,,,,,,,,,,,,,
2035;Usumbura;BEL;BRN;8053;Hutu 86%," Tutsi 14%;Usumbura;sugar;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1393;Brunei;ENG;BRU;415;Malay 69.9%, Chinese 20.5%, indian 3.1%, filipino 3.4%," kalimatan 3.1%;Brunei;petroleum;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
2306;Sorocaba;BRZ;BRZ;2900;white_portuguese 84.9%, pardo_portuguese 9.0%, black_portuguese 3.6%," japanese 2.4%;Sao Paulo;cattle;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2401;Marabitanas;BRZ;BRZ;200;pardo_portuguese 66%, white_portuguese 31%, black_portuguese 2%," native_american_minor 1%;Amazonas;tobacco;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2402;Manaus;BRZ;BRZ;2859;pardo_portuguese 66%, white_portuguese 31%, black_portuguese 2%," native_american_minor 1%;Amazonas;rubber;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2403;Cachoeira;BRZ;BRZ;200;pardo_portuguese 66%, white_portuguese 31%, black_portuguese 2%," native_american_minor 1%;Amazonas;tobacco;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2404;Tefe;BRZ;BRZ;200;pardo_portuguese 66%, white_portuguese 31%, black_portuguese 2%," native_american_minor 1%;Amazonas;rubber;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2405;Borba;BRZ;BRZ;200;pardo_portuguese 66%, white_portuguese 31%, black_portuguese 2%," native_american_minor 1%;Amazonas;rubber;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2407;Tabatinga;BRZ;BRZ;200;pardo_portuguese 66%, white_portuguese 31%, black_portuguese 2%," native_american_minor 1%;Amazonas;timber;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2408;Oriximina;BRZ;BRZ;750;pardo_portuguese 49%, white_portuguese 45%, black_portuguese 5%," native_american_minor 1%;Pará;rubber;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2410;Belem;BRZ;BRZ;3075;pardo_portuguese 49%, white_portuguese 45%, black_portuguese 5%," native_american_minor 1%;Pará;grain;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2411;Santarem;BRZ;BRZ;750;pardo_portuguese 49%, white_portuguese 45%, black_portuguese 5%," native_american_minor 1%;Pará;grain;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2412;Obidos;BRZ;BRZ;750;pardo_portuguese 49%, white_portuguese 45%, black_portuguese 5%," native_american_minor 1%;Pará;bauxite;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2413;Maraba;BRZ;BRZ;750;pardo_portuguese 49%, white_portuguese 45%, black_portuguese 5%," native_american_minor 1%;Pará;grain;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2414;Amapa;BRZ;BRZ;751;pardo_portuguese 49%, white_portuguese 45%, black_portuguese 5%," native_american_minor 1%;Amapa;timber;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2415;Macapa;BRZ;BRZ;1000;pardo_portuguese 49%, white_portuguese 45%, black_portuguese 5%," native_american_minor 1%;Pará;timber;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2416;Dourados;BRZ;BRZ;620;white_portuguese 50%, pardo_portuguese 44%, black_portuguese 4%," native_american_minor 2%;Mato Grosso do Sul;fruit;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2417;Vila Bela;BRZ;BRZ;2225;white_portuguese 50%, pardo_portuguese 38%, black_portuguese 10%," native_american_minor 2%;Mato Grosso;tobacco;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2418;Cuiaba;BRZ;BRZ;1000;white_portuguese 50%, pardo_portuguese 38%, black_portuguese 10%," native_american_minor 2%;Mato Grosso;fruit;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2419;Corumba;BRZ;BRZ;1000;white_portuguese 50%, pardo_portuguese 44%, black_portuguese 4%," native_american_minor 2%;Mato Grosso do Sul;bauxite;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2420;Iguatemi;BRZ;BRZ;1000;white_portuguese 50%, pardo_portuguese 44%, black_portuguese 4%," native_american_minor 2%;Mato Grosso do Sul;gas;25;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,
2421;Vila Boa;BRZ;BRZ;4000;pardo_portuguese 25%, white_portuguese 72%," black_portuguese 3%;Goiás;timber;35;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,
